0.0217,0,0.0435
0.0305,0,-0.0366
0.039,0,0
0.0395,0,-0.0263
0.0465,0,0
0.0556,0,-0.1111
0.0563,0,0.0125
0.0588,0,-0.1176
0.0606,0,-0.0909
0.064,0,-0.0814
0.0652,0,-0.1304
0.0663,0,-0.0602
0.0663,0,0.0361
0.0688,0,0.0625
0.0704,0,-0.0282
0.0714,0,0.1429
0.0714,0,-0.0476
0.0732,0,-0.0244
0.0733,0,0.12
0.0733,0,-0.0133
0.075,0,-0.15
0.075,0,-0.15
0.0769,0,0.0513
0.0793,0,0.0854
0.0795,0,0.0227
0.0802,0,0.0864
0.0824,0,0.0235
0.0833,0,-0.1111
0.0833,0,-0.1667
0.0854,0,0.0244
0.0904,0,0.0361
0.0909,0,0.0909
0.0909,0,-0.0909
0.0909,0,-0.1818
0.0909,0,0.0909
0.0926,0,0.0123
0.0926,0,0.0123
0.0926,0,-0.0864
0.0952,0,0.119
0.0964,0,-0.0482
0.0974,0,0.039
0.0988,0,-0.1512
0.0988,0,0.1235
0.1011,0,0.1124
0.1012,0,0.0833
0.1024,0,0.1325
0.1042,0,0.0417
0.1053,0,0.0789
0.1061,0,0
0.1081,0,-0.0541
0.1084,0,0.0964
0.1087,0,0.1304
0.1087,0,0.1304
0.1111,0,0
0.1111,0,0.1111
0.1111,0,0.2222
0.1118,0,0.0132
0.1133,0,0.12
0.1136,0,-0.2273
0.1159,0,0.0854
0.1163,0,0.1163
0.1176,0,-0.1176
0.1181,0,0.1806
0.1184,0,0.1579
0.1184,0,0.1316
0.119,0,0.0476
0.1205,0,0.1205
0.1214,0,-0.0714
0.1214,0,0.0714
0.1222,0,0.1556
0.1235,0,0.0988
0.1236,0,-0.0449
0.125,0,0.2222
0.1266,0,0.0253
0.1278,0,0.0556
0.1284,0,0.2297
0.1286,0,0.1429
0.1299,0,-0.0779
0.1304,0,0
0.1304,0,-0.1739
0.1304,0,0.1739
0.1304,0,0
0.131,0,0.0714
0.1316,0,0.2368
0.1325,0,0.1928
0.1337,0,0.1279
0.1341,0,-0.0244
0.1351,0,0.0541
0.1358,0,0.0741
0.1364,0,0.1515
0.1364,0,0.1169
0.1364,0,0.1212
0.1364,0,0.0909
0.1364,0,0
0.1375,0,0.1
0.1382,0,-0.0132
0.1382,0,0.25
0.1389,0,0.1667
0.1402,0,0.061
0.1402,0,0.2561
0.1429,0,0.0571
0.1429,0,-0.1905
0.1429,0,0.1905
0.1438,0,0.2375
0.1456,0,0.1899
0.1463,0,0.0976
0.1463,0,0.122
0.1463,0,0.0488
0.1474,0,0.0897
0.1488,0,0.0119
0.15,0,0
0.15,0,0
0.15,0,0.1
0.1513,0,0.1711
0.1515,0,0.0303
0.1515,0,0.1212
0.1522,0,0.0435
0.1522,0,0.1304
0.1524,0,-0.061
0.1533,0,-0.0133
0.1533,0,0.12
0.1534,0,0.0568
0.1538,0,0.0513
0.1563,0,0.1375
0.1566,0,0.1687
0.1566,0,0.0482
0.1566,0,0.0241
0.157,0,0.1512
0.1585,0,0.0976
0.16,0,0.24
0.16,0,-0.0533
0.1603,0,0.1667
0.1607,0,0.1071
0.1623,0,0.0909
0.1623,0,0.0649
0.1628,0,0.2558
0.1628,0,-0.0233
0.1643,0,0.1857
0.1645,0,0.1711
0.1646,0,-0.0854
0.1646,0,0.0122
0.1646,0,0.1829
0.1667,0,-0.1111
0.1667,0,0.2222
0.1667,0,0.0222
0.1667,0,0.2121
0.1667,0,0.1667
0.1686,0,0.2907
0.1688,0,0.2078
0.1706,0,0.1529
0.1707,0,-0.0244
0.1711,0,0.1579
0.1711,0,0.0263
0.1711,0,-0.1842
0.1714,0,0.2
0.1714,0,0.1429
0.1714,0,0.0571
0.1726,0,0.25
0.1739,0,0.1739
0.1739,0,0.1739
0.175,0,-0.35
0.175,0,0.05
0.1753,0,0.2468
0.1753,0,0.1429
0.1757,0,0.027
0.1776,0,0.1711
0.1776,0,0.0921
0.1786,0,0.2429
0.18,0,0.1733
0.1807,0,0
0.1807,0,0.2169
0.1813,0,0.1375
0.1818,0,-0.0909
0.1818,0,-0.1818
0.1818,0,0.0909
0.1818,0,0.2597
0.1829,0,-0.0244
0.1829,0,0.0976
0.1829,0,0.1463
0.1829,0,0.1707
0.1833,0,0.1667
0.1835,0,0.2405
0.1859,0,0.2692
0.1875,0,0.05
0.1875,0,0.125
0.1889,0,0.1333
0.189,0,0.1585
0.1905,0,0
0.1905,0,0.0952
0.1905,0,0.1905
0.1908,0,0.3026
0.1919,0,0.0116
0.1919,0,0.0581
0.1928,0,0.1928
0.1928,0,0.0964
0.1928,0,0.1205
0.1928,0,0.1687
0.1929,0,-0.0714
0.1932,0,0.1136
0.1938,0,0.3125
0.1944,0,0.0556
0.1944,0,0.3889
0.1951,0,0.1463
0.1962,0,0.0127
0.1964,0,0.1548
0.1964,0,0.0357
0.1964,0,0.2976
0.197,0,-0.1212
0.197,0,0.2424
0.197,0,0.1515
0.1972,0,0.169
0.1987,0,0.0385
0.1988,0,0.1325
0.2,0,0.2222
0.2,0,0.2
0.2,0,0.35
0.2,0,0.1
0.2,0,0.3
0.2,0,0.2
0.2,0,-0.1
0.2012,0,0.1341
0.2013,0,0.1948
0.2013,0,0.1948
0.2014,0,0.0972
0.2024,0,0.2619
0.2025,0,0.1519
0.2025,0,0.1266
0.2027,0,0.2703
0.2027,0,0.0811
0.2035,0,0.2209
0.2037,0,0.0864
0.2039,0,0.2237
0.2045,0,0.1818
0.2045,0,-0.0455
0.2045,0,0.2273
0.2045,0,0.1364
0.2056,0,0.1889
0.2059,0,0.1765
0.2063,0,0.1625
0.2067,0,0.2
0.2071,0,0.0429
0.2073,0,0.1951
0.2078,0,0.1818
0.2083,0,0.3056
0.2095,0,0.2027
0.2095,0,0.0135
0.2105,0,0.3947
0.2105,0,0.2105
0.2105,0,0
0.2113,0,0.3099
0.2115,0,-0.0641
0.2123,0,0.0685
0.2133,0,0.1067
0.2133,0,0.2667
0.2134,0,0.2561
0.2134,0,0.1585
0.2134,0,0.0854
0.2134,0,0.1341
0.2143,0,0.2381
0.2143,0,0.1429
0.2143,0,0.2381
0.2159,0,0.25
0.2171,0,0.25
0.2188,0,0.0875
0.2195,0,0.1707
0.2195,0,0.0732
0.2195,0,0.2439
0.2195,0,0.1463
0.2195,0,0.122
0.2197,0,0.0455
0.2202,0,0.3214
0.2209,0,0.093
0.2214,0,0.1857
0.2222,0,0.2222
0.2222,0,0.1111
0.2222,0,-0.1111
0.2222,0,-0.1111
